categorias,direccion,nombre,precio,score
Excellent,"386, reviews,5001 Calypso Cay Way, Kissimmee, FL 34746-5506,386, reviews,5001 Calypso Cay Way, Kissimmee, FL 34746-5506",Holiday Inn Express & Suites S Lake Buena Vista,,4.5
Excellent,"2,312, reviews,Matira Point, BP 156, Vaitape 98730 French Polynesia,2,312, reviews,Matira Point, BP 156, Vaitape 98730 French Polynesia","InterContinental Bora Bora Le Moana Resort, an IHG Hotel",,4.5
Excellent,"663, reviews,9800 Cherry Hill Rd, College Park, MD 20740-1210,663, reviews,9800 Cherry Hill Rd, College Park, MD 20740-1210",Cherry Hill Park,,4.5
Excellent,"4,455, reviews,Seaside Boulevard Corner Coral Way Mall of Asia Complex, Pasay, Luzon 1300 Philippines,4,455, reviews,Seaside Boulevard Corner Coral Way Mall of Asia Complex, Pasay, Luzon 1300 Philippines",Conrad Manila,,4.5
Excellent,"11,161, reviews,9801 International Drive, Orlando, FL 32819-8104,11,161, reviews,9801 International Drive, Orlando, FL 32819-8104",Hyatt Regency Orlando,,4.5
Average,"1,983, reviews,45 Industrial Hwy, Essington, PA 19029-1001,1,983, reviews,45 Industrial Hwy, Essington, PA 19029-1001",Wyndham Garden Hotel Philadelphia Airport,,3.0
Very good,"1,379, reviews,5100 Upper Metro Place, Dublin, OH 43017,1,379, reviews,5100 Upper Metro Place, Dublin, OH 43017",Embassy Suites by Hilton Columbus Dublin,,4.0
Very good,"224, reviews,3459 Buckhead Loop NE, Atlanta, GA 30326-1532,224, reviews,3459 Buckhead Loop NE, Atlanta, GA 30326-1532",SpringHill Suites by Marriott Atlanta Buckhead,,4.0
Excellent,"4,652, reviews,Helgolandsgade 15, Copenhagen 1653 Denmark,4,652, reviews,Helgolandsgade 15, Copenhagen 1653 Denmark,Name/address in local language",Absalon Hotel,,4.5
Average,"904, reviews,800 William T Morrissey Blvd, Boston, MA 02122-3404,904, reviews,800 William T Morrissey Blvd, Boston, MA 02122-3404",Ramada by Wyndham Boston,,3.0
Excellent,"1,141, reviews,Sinjska Ulica 6 Ulica Kralja Tomislava 9, Split 21000 Croatia,1,141, reviews,Sinjska Ulica 6 Ulica Kralja Tomislava 9, Split 21000 Croatia",Cornaro Hotel,,4.5
Very good,"1,192, reviews,8000 Jonestown Rd, Harrisburg, PA 17112-9716,1,192, reviews,8000 Jonestown Rd, Harrisburg, PA 17112-9716","Country Inn & Suites by Radisson, Harrisburg Northeast (Hershey), PA",,3.5
Excellent,"3,684, reviews,Nuweibaa - Taba Road, Taba 46621 Egypt,3,684, reviews,Nuweibaa - Taba Road, Taba 46621 Egypt,Name/address in local language",Steigenberger Hotel & Nelson Village,,4.5
Excellent,"1,223, reviews,162 Main St, Freeport, ME 04032-1311,1,223, reviews,162 Main St, Freeport, ME 04032-1311",The Harraseeket Inn and Event House,,4.5
Excellent,"66, reviews,13 miles east of Joshua Tree Village, 10 miles west of Twentynine Palms, Joshua Tree National Park, CA 92277,66, reviews,13 miles east of Joshua Tree Village, 10 miles west of Twentynine Palms, Joshua Tree National Park, CA 92277",Indian Cove Campground,,5.0
,"Tiyatro Caddesi No: 25 Beyazit, Istanbul 34126 Türkiye,Tiyatro Caddesi No: 25 Beyazit, Istanbul 34126 Türkiye,Name/address in local language",Radisson Hotel President Old Town Istanbul,,
Very good,"1,438, reviews,Beach Zone Touristique Dkhila, Monastir 5000 Tunisia,1,438, reviews,Beach Zone Touristique Dkhila, Monastir 5000 Tunisia",El Mouradi Skanes,,3.5
Excellent,"2,208, reviews,Rose Street South Lane, Edinburgh EH2 2NN Scotland,2,208, reviews,Rose Street South Lane, Edinburgh EH2 2NN Scotland",hub by Premier Inn Edinburgh City Centre (Rose Street) hotel,,4.5
Excellent,"2,000, reviews,515 9th Avenue, New York City, NY 10018-2802,2,000, reviews,515 9th Avenue, New York City, NY 10018-2802",Truss Hotel Times Square,,4.5
Very good,"172, reviews,Ankama Close Near the Peduase Presidential Lodge, Aburi Ghana,172, reviews,Ankama Close Near the Peduase Presidential Lodge, Aburi Ghana",Peduase Valley Resort,,4.0
Very good,"1,151, reviews,300 South Charles Street, Baltimore, MD 21201,1,151, reviews,300 South Charles Street, Baltimore, MD 21201",Sheraton Inner Harbor Hotel,,4.0
Very good,"630, reviews,710 Camino Del Mar, Del Mar, CA 92014-3008,630, reviews,710 Camino Del Mar, Del Mar, CA 92014-3008","Hotel Indigo San Diego del Mar, an IHG Hotel",,4.0
Excellent,"3,780, reviews,Al Garhoud Opp Emirate Aviation College, Dubai United Arab Emirates,3,780, reviews,Al Garhoud Opp Emirate Aviation College, Dubai United Arab Emirates,Name/address in local language",Jumeirah Creekside Hotel,,4.5
Excellent,"3,409, reviews,Rue Assad Ibn El Fourat, Hammamet 8050 Tunisia,3,409, reviews,Rue Assad Ibn El Fourat, Hammamet 8050 Tunisia",Hotel Bel Azur Thalasso & Bungalows,,4.5
Very good,"2,484, reviews,Avda. de las Golondrinas, 1, 29688, Estepona Spain,2,484, reviews,Avda. de las Golondrinas, 1, 29688, Estepona Spain,Name/address in local language",Sol Marbella Estepona Atalaya Park by Melia,,4.0
Very good,"25, reviews,Inönü Mah, Dolapdere Cad. No. 78, Istanbul 34373 Türkiye,25, reviews,Inönü Mah, Dolapdere Cad. No. 78, Istanbul 34373 Türkiye,Name/address in local language",All Inn Hotel,,3.5
Excellent,"3,329, reviews,Stepanska 33 Praha 1, Prague 110 00 Czech Republic,3,329, reviews,Stepanska 33 Praha 1, Prague 110 00 Czech Republic,Name/address in local language",Majestic Plaza Hotel Prague,,4.5
Excellent,"1,501, reviews,8th Avenue corner 35th Street Bonifacio Global City, Taguig City, Luzon 1634 Philippines,1,501, reviews,8th Avenue corner 35th Street Bonifacio Global City, Taguig City, Luzon 1634 Philippines",Grand Hyatt Manila,,4.5
Excellent,"876, reviews,78, Namdaemun-ro, Jung-gu, Seoul 04534 South Korea,876, reviews,78, Namdaemun-ro, Jung-gu, Seoul 04534 South Korea,Name/address in local language",Ibis Ambassador Seoul Myeongdong,,4.5
Very good,"179, reviews,Gazimagusa-Karpaz Anayolu. 1, Famagusta 99450 Cyprus,179, reviews,Gazimagusa-Karpaz Anayolu. 1, Famagusta 99450 Cyprus",Meri̇t Cyprus Gardens Hotel,,4.0
Very good,"2,658, reviews,3575 Las Vegas Blvd S, Las Vegas, NV 89109-4313,2,658, reviews,3575 Las Vegas Blvd S, Las Vegas, NV 89109-4313",Hilton Grand Vacations Club Flamingo Las Vegas,,4.0
Excellent,"6,088, reviews,Al Ismaileya, Hurghada 1961510 Egypt,6,088, reviews,Al Ismaileya, Hurghada 1961510 Egypt,Name/address in local language",Pickalbatros Jungle Aqua Park - Neverland Hurghada,,4.5
Excellent,"7,403, reviews,Indian Route 42 East, Monument Valley, UT 84536,7,403, reviews,Indian Route 42 East, Monument Valley, UT 84536",The View Hotel,,4.5
Very good,"867, reviews,29 E 29th St, New York City, NY 10016-7902,867, reviews,29 E 29th St, New York City, NY 10016-7902",The Redbury New York,,4.0
Excellent,"52, reviews,07060,52, reviews,07060",Six Senses Kanuhura,,5.0
Very good,"8,845, reviews,Carretera Las Americas, Km. 3, Varadero 42200 Cuba,8,845, reviews,Carretera Las Americas, Km. 3, Varadero 42200 Cuba",Barcelo Solymar,,3.5
Excellent,"2,494, reviews,645 Howe Street, Vancouver, British Columbia V6C 2Y9 Canada,2,494, reviews,645 Howe Street, Vancouver, British Columbia V6C 2Y9 Canada",Metropolitan Hotel Vancouver,,4.5
Excellent,"332, reviews,88/28, 88/30-30 Muen-Ngern Road Tri Trang Beach, Patong, Kathu, Phuket 83150 Thailand,332, reviews,88/28, 88/30-30 Muen-Ngern Road Tri Trang Beach, Patong, Kathu, Phuket 83150 Thailand,Name/address in local language",Rosewood Phuket,,4.5
Excellent,"627, reviews,11km From Voi Gate, Tsavo National Park East Kenya,627, reviews,11km From Voi Gate, Tsavo National Park East Kenya",Sentrim Tsavo Lodge,,4.5
Excellent,"445, reviews,401 Korean Veterans Blvd, Nashville, TN 37203,445, reviews,401 Korean Veterans Blvd, Nashville, TN 37203","The Joseph, a Luxury Collection Hotel, Nashville",,5.0
Excellent,"2,568, reviews,Hotel Khyber Rd Forest Block, Gulmarg 193403 India,2,568, reviews,Hotel Khyber Rd Forest Block, Gulmarg 193403 India",The Khyber Himalayan Resort & Spa,,4.5
Very good,"99, reviews,Beirut Rd Omayad Square, Damascus 4795 Syria,99, reviews,Beirut Rd Omayad Square, Damascus 4795 Syria",Sheraton Damascus Hotel,,3.5
Excellent,"1,863, reviews,4300 Military Road NW, Washington DC, DC 20015,1,863, reviews,4300 Military Road NW, Washington DC, DC 20015",Embassy Suites by Hilton Washington DC Chevy Chase Pavilion,,4.5
Very good,"363, reviews,5-4 Arashiyama Nishiichikawacho, Nishikyo-Ku, Kyoto 616-0003 Kyoto Prefecture,363, reviews,5-4 Arashiyama Nishiichikawacho, Nishikyo-Ku, Kyoto 616-0003 Kyoto Prefecture,Name/address in local language",Kadensho,,4.0
Excellent,"2,803, reviews,2 Resorts Drive Newport World Resorts Complex, Barangay 183, Pasay, Luzon 1309 Philippines,2,803, reviews,2 Resorts Drive Newport World Resorts Complex, Barangay 183, Pasay, Luzon 1309 Philippines",Manila Marriott Hotel,,4.5
Excellent,"1,148, reviews,25 E 77th St Madison Avenue, New York City, NY 10075-1711,1,148, reviews,25 E 77th St Madison Avenue, New York City, NY 10075-1711",The Mark Hotel,,4.5
Excellent,"9,738, reviews,Ras Nasrani Bay, Sharm El Sheikh 46619 Egypt,9,738, reviews,Ras Nasrani Bay, Sharm El Sheikh 46619 Egypt,Name/address in local language",Coral Sea Imperial - Coral Sea Sensatori,,4.5
Very good,"2,013, reviews,500 Saint Charles Ave, New Orleans, LA 70130,2,013, reviews,500 Saint Charles Ave, New Orleans, LA 70130","Blake Hotel New Orleans, BW Signature Collection",,4.0
Very good,"2, reviews,Oloyo Village Opposite the Ona Ara local government office, Ibadan Nigeria,2, reviews,Oloyo Village Opposite the Ona Ara local government office, Ibadan Nigeria",Ilaji Hotel & Sports Resort,,3.5
Excellent,"4,735, reviews,Playa d'en Bossa 10, 07817 Playa d'en Bossa, Ibiza Spain,4,735, reviews,Playa d'en Bossa 10, 07817 Playa d'en Bossa, Ibiza Spain,Name/address in local language",Ushuaia Ibiza Beach Hotel,,4.5
Excellent,"1,175, reviews,Passeo De Illetas 30, 07181 Ses Illetes, Calvia, Majorca Spain,1,175, reviews,Passeo De Illetas 30, 07181 Ses Illetes, Calvia, Majorca Spain,Name/address in local language",Hotel BonSol Resort & Spa,,4.5
Excellent,"1,326, reviews,3-13-1, Takanawa, Minato 108-8612 Tokyo Prefecture,1,326, reviews,3-13-1, Takanawa, Minato 108-8612 Tokyo Prefecture,Name/address in local language","The Prince Sakura Tower Tokyo, Autograph Collection",,4.5
Very good,"378, reviews,Calle 10B, 37-29, Medellin 050021 Colombia,378, reviews,Calle 10B, 37-29, Medellin 050021 Colombia,Name/address in local language",The Click Clack Hotel Medellín,,3.5
Average,"551, reviews,5101 West Century Boulevard, Inglewood, CA 90304-1223,551, reviews,5101 West Century Boulevard, Inglewood, CA 90304-1223",Studio 6 Suites Los Angeles,,2.5
Average,"48, reviews,Mh, Cennetler Sk. N:20, Manavgat 07330 Türkiye,48, reviews,Mh, Cennetler Sk. N:20, Manavgat 07330 Türkiye,Name/address in local language",Akalia Resort & Spa Hotel,,3.0
Very good,"32, reviews,155 Centennial Olympic Park Drive, Atlanta, GA 30313,32, reviews,155 Centennial Olympic Park Drive, Atlanta, GA 30313",Club Wyndham Atlanta,,4.0
Very good,"238, reviews,359 Thames St, Newport, RI 02840-6643,238, reviews,359 Thames St, Newport, RI 02840-6643",Wyndham Inn on the Harbor,,4.0
Excellent,"909, reviews,28 Cyril Magnin St, San Francisco, CA 94102-2895,909, reviews,28 Cyril Magnin St, San Francisco, CA 94102-2895",Axiom Hotel,,4.5
Excellent,"416, reviews,1960 Chain Bridge Road, Tysons Corner, VA 22102-4001,416, reviews,1960 Chain Bridge Road, Tysons Corner, VA 22102-4001",DoubleTree by Hilton McLean Tysons,,4.5
Very good,"2,626, reviews,Cap Estate LC01101 St. Lucia,2,626, reviews,Cap Estate LC01101 St. Lucia","Hideaway at Royalton Saint Lucia, An Autograph Collection All-Inclusive Resort - Adults Only",,4.0
Excellent,"239, reviews,Adelianos Kampos, Crete 741 00 Greece,239, reviews,Adelianos Kampos, Crete 741 00 Greece,Name/address in local language",Adele Beach Hotel,,4.5
Very good,"2,597, reviews,4333 Collins Avenue, Miami Beach, FL 33140,2,597, reviews,4333 Collins Avenue, Miami Beach, FL 33140","Holiday Inn Miami Beach-Oceanfront, an IHG Hotel",,3.5
Excellent,"672, reviews,PO Box 566548, South America, The World Islands, Dubai United Arab Emirates,672, reviews,PO Box 566548, South America, The World Islands, Dubai United Arab Emirates,Name/address in local language",Anantara World Islands Dubai Resort,,4.5
Excellent,"3,869, reviews,7000 Hollywood Boulevard, Los Angeles, CA 90028-6003,3,869, reviews,7000 Hollywood Boulevard, Los Angeles, CA 90028-6003",The Hollywood Roosevelt,,4.5
Excellent,"3,661, reviews,1701 Collins Avenue, Miami Beach, FL 33139-2006,3,661, reviews,1701 Collins Avenue, Miami Beach, FL 33139-2006",SLS South Beach,,4.5
Excellent,"3,502, reviews,Calle Canalejas, 1, 41001 Seville Spain,3,502, reviews,Calle Canalejas, 1, 41001 Seville Spain,Name/address in local language",Hotel Colón Gran Meliá - The Leading Hotels of the World,,4.5
Very good,"277, reviews,21K Sahl Hashesh, Village Road Golden Five City, Hurghada Egypt,277, reviews,21K Sahl Hashesh, Village Road Golden Five City, Hurghada Egypt,Name/address in local language",GOLDEN 5 EMERALD RESORT,,3.5
Excellent,"2,473, reviews,Avenida Gran Canaria 22 Playa Del Ingles - Gran Canaria, 35100 Playa del Ingles, San Bartolome de Tirajana, Gran Canaria Spain,2,473, reviews,Avenida Gran Canaria 22 Playa Del Ingles - Gran Canaria, 35100 Playa del Ingles, San Bartolome de Tirajana, Gran Canaria Spain,Name/address in local language",Hotel Riu Papayas,,4.5
Excellent,"204, reviews,2525 Antioch Rd, Cumming, GA 30040,204, reviews,2525 Antioch Rd, Cumming, GA 30040",Belamere Suites Hotel,,5.0
Very good,"939, reviews,Carretera Tulum-Boca Paila KM 10.5, Tulum 77880 Mexico,939, reviews,Carretera Tulum-Boca Paila KM 10.5, Tulum 77880 Mexico,Name/address in local language",Nomade Tulum,,4.0
Excellent,"1,823, reviews,West Crescent The Palm Jumeirah, Dubai 114843 United Arab Emirates,1,823, reviews,West Crescent The Palm Jumeirah, Dubai 114843 United Arab Emirates,Name/address in local language",One&Only The Palm,,5.0
Excellent,"1,504, reviews,Crescent Road West Palm Jumeirah, Dubai United Arab Emirates,1,504, reviews,Crescent Road West Palm Jumeirah, Dubai United Arab Emirates,Name/address in local language","Th8 Palm Dubai Beach Resort, Vignette Collection",,5.0
Very good,"109, reviews,18088 N Highway 395, Lakeview, OR 97630-9130,109, reviews,18088 N Highway 395, Lakeview, OR 97630-9130",Hunter's Hot Springs Lodge,,3.5
Excellent,"2,938, reviews,Mina Al Fajer, Dibba Al Fujairah 14333 United Arab Emirates,2,938, reviews,Mina Al Fajer, Dibba Al Fujairah 14333 United Arab Emirates,Name/address in local language",Fairmont Fujairah Beach Resort,,4.5
Excellent,"9,511, reviews,Blvd. Kukulcan Km 10 Zona Hotelera, Cancun 77500 Mexico,9,511, reviews,Blvd. Kukulcan Km 10 Zona Hotelera, Cancun 77500 Mexico,Name/address in local language",Le Blanc Spa Resort Cancun,,5.0
Excellent,"180, reviews,2417 W High Mountain Rd, Park City, UT 84098-6658,180, reviews,2417 W High Mountain Rd, Park City, UT 84098-6658",Pendry Park City,,4.5
Very good,"278, reviews,Rua Tuberária Major, Tavira 8800-591 Portugal,278, reviews,Rua Tuberária Major, Tavira 8800-591 Portugal,Name/address in local language",AP Cabanas Beach & Nature - Adults Friendly,,4.0
Very good,"428, reviews,28103 Perdido Beach Blvd, Orange Beach, AL 36561-3225,428, reviews,28103 Perdido Beach Blvd, Orange Beach, AL 36561-3225",Caribe Resort,,4.0
Very good,"1,488, reviews,2209 S Atlantic Ave, Daytona Beach Shores, FL 32118-5398,1,488, reviews,2209 S Atlantic Ave, Daytona Beach Shores, FL 32118-5398",Perry's Ocean Edge Resort,,4.0
Excellent,"847, reviews,Via Campania 45, 00187 Rome Italy,847, reviews,Via Campania 45, 00187 Rome Italy,Name/address in local language",The Tribune Hotel,,4.5
Excellent,"1,995, reviews,Yaşar Sobutay Bulvari No: 331, Kemeragzi, Antalya 07160 Türkiye,1,995, reviews,Yaşar Sobutay Bulvari No: 331, Kemeragzi, Antalya 07160 Türkiye,Name/address in local language",Wyndham Garden Lara,,4.5
Average,"21, reviews,58 Moo 1, Koh Chang Tai, Ko Chang 23170 Thailand,21, reviews,58 Moo 1, Koh Chang Tai, Ko Chang 23170 Thailand,Name/address in local language",Koh Chang Boat Chalet,,3.0
Very good,"2,385, reviews,Lady Young Road Belmont, Port of Spain Trinidad,2,385, reviews,Lady Young Road Belmont, Port of Spain Trinidad",Hilton Trinidad & Conference Centre,,3.5
Very good,"14, reviews,2760 Parkway, Pigeon Forge, TN 37863-3212,14, reviews,2760 Parkway, Pigeon Forge, TN 37863-3212","The Wayback, Pigeon Forge, A Tribute Portfolio Hotel",,4.0
Very good,"390, reviews,13520 39th Ave, Flushing, NY 11354-4450,390, reviews,13520 39th Ave, Flushing, NY 11354-4450",Sheraton LaGuardia East Hotel,,4.0
Very good,"823, reviews,777 Blue Chip Dr, Michigan City, IN 46360-2422,823, reviews,777 Blue Chip Dr, Michigan City, IN 46360-2422",Blue Chip Casino Hotel Spa,,3.5
Excellent,"173, reviews,365 Broadway, Saratoga Springs, NY 12866-3111,173, reviews,365 Broadway, Saratoga Springs, NY 12866-3111",The Adelphi Hotel,,4.5
Very good,"2,040, reviews,920 N Rampart St, New Orleans, LA 70116-3011,2,040, reviews,920 N Rampart St, New Orleans, LA 70116-3011",Best Western Plus French Quarter Courtyard Hotel,,4.0
Very good,"1,875, reviews,10660 Carnegie Ave, Cleveland, OH 44106-3019,1,875, reviews,10660 Carnegie Ave, Cleveland, OH 44106-3019",The Tudor Arms Hotel Cleveland - a DoubleTree by Hilton,,4.0
Very good,"442, reviews,263 W Grandview Pkwy, Traverse City, MI 49684-2254,442, reviews,263 W Grandview Pkwy, Traverse City, MI 49684-2254","Hotel Indigo Traverse City, an IHG Hotel",,3.5
Very good,"2,324, reviews,10-42 King's Cross Road Between King's Cross And Farringdon Stations, London WC1X 9QE England,2,324, reviews,10-42 King's Cross Road Between King's Cross And Farringdon Stations, London WC1X 9QE England",Travelodge London Farringdon,,4.0
Excellent,"656, reviews,6-24-4 Jingumae, Shibuya 150-0001 Tokyo Prefecture,656, reviews,6-24-4 Jingumae, Shibuya 150-0001 Tokyo Prefecture,Name/address in local language",Dormy inn Premium Shibuya Jingumae,,4.5
Average,"486, reviews,4951 Calypso Cay Way, Kissimmee, FL 34746-5522,486, reviews,4951 Calypso Cay Way, Kissimmee, FL 34746-5522",Calypso Cay Resort,,3.0
Excellent,"194, reviews,ul. Slawkowska 3 Old Town, Krakow 31-014 Poland,194, reviews,ul. Slawkowska 3 Old Town, Krakow 31-014 Poland,Name/address in local language","Hotel Saski Krakow, Curio Collection by Hilton",,5.0
Very good,"3,875, reviews,Carretera Las Américas, Km 3 1/2, Varadero 42220 Cuba,3,875, reviews,Carretera Las Américas, Km 3 1/2, Varadero 42220 Cuba",Hotel Los Cactus,,4.0
Excellent,"5,208, reviews,Plaza de las Cortes 7, 28014 Madrid Spain,5,208, reviews,Plaza de las Cortes 7, 28014 Madrid Spain,Name/address in local language",The Westin Palace Madrid,,4.5
Very good,"1,234, reviews,810 S Douglas St, El Segundo, CA 90245-4926,1,234, reviews,810 S Douglas St, El Segundo, CA 90245-4926",Hyatt House Los Angeles/Lax/Manhattan Beach,,4.0
Very good,"1,917, reviews,4060 Galt Ocean Dr, Fort Lauderdale, FL 33308,1,917, reviews,4060 Galt Ocean Dr, Fort Lauderdale, FL 33308",Ocean Sky Hotel & Resort,,3.5
Very good,"7,708, reviews,Gros Islet Highway, Choc 24200 St. Lucia,7,708, reviews,Gros Islet Highway, Choc 24200 St. Lucia",St. James's Club Morgan Bay,,4.0
Excellent,"659, reviews,Calle Marte 6, 35510 Puerto Del Carmen, Tias, Lanzarote Spain,659, reviews,Calle Marte 6, 35510 Puerto Del Carmen, Tias, Lanzarote Spain,Name/address in local language",Lava Beach,,4.5
Excellent,"1,629, reviews,Calle Pins 26, 07610 Can Pastilla, Majorca Spain,1,629, reviews,Calle Pins 26, 07610 Can Pastilla, Majorca Spain,Name/address in local language",Hotel JS Palma Stay,,4.5
Excellent,"1,015, reviews,465 New York Avenue NW, Washington DC, DC 20001,1,015, reviews,465 New York Avenue NW, Washington DC, DC 20001",Homewood Suites By Hilton Washington DC Convention Center,,4.5
Very good,"96, reviews,100 Koi Resort Drive, Basseterre St. Kitts,96, reviews,100 Koi Resort Drive, Basseterre St. Kitts","Koi Resort Saint Kitts, Curio Collection by Hilton",,4.0
Very good,"1,470, reviews,Lothiarica Beach, Lardos 85109 Greece,1,470, reviews,Lothiarica Beach, Lardos 85109 Greece,Name/address in local language",Costa Lindia Beach Resort,,4.0
Very good,"395, reviews,Nyanga Road, Nyanga Zimbabwe,395, reviews,Nyanga Road, Nyanga Zimbabwe",Troutbeck Resort,,4.0
Excellent,"2,650, reviews,24th/19th B Street, Dubai United Arab Emirates,2,650, reviews,24th/19th B Street, Dubai United Arab Emirates,Name/address in local language",Rove City Centre,,5.0
Excellent,"14,166, reviews,Highway Macao, Bavaro, Punta Cana 23000 Dominican Republic,14,166, reviews,Highway Macao, Bavaro, Punta Cana 23000 Dominican Republic","Royalton Splash Punta Cana, An Autograph Collection Resort & Casino",,4.5
Very good,"274, reviews,4021 NW 11th Street, Miami, FL 33126,274, reviews,4021 NW 11th Street, Miami, FL 33126",Towneplace Suites By Marriott Miami Airport,,4.0
Excellent,"1,806, reviews,501 South Fourth Street, Louisville, KY 40202-2547,1,806, reviews,501 South Fourth Street, Louisville, KY 40202-2547",Embassy Suites by Hilton Louisville Downtown,,4.5
Excellent,"763, reviews,400 Lavaca St, Austin, TX 78701,763, reviews,400 Lavaca St, Austin, TX 78701",Hotel ZaZa Austin,,5.0
Excellent,"91, reviews,9004 Astronaut Blvd, Cape Canaveral, FL 32920,91, reviews,9004 Astronaut Blvd, Cape Canaveral, FL 32920",Hampton Inn & Suites Cape Canaveral Cruise Port,,4.5
Very good,"296, reviews,4 Grinnell Street PO Box 292, Rhinecliff, NY 12574,296, reviews,4 Grinnell Street PO Box 292, Rhinecliff, NY 12574",The Rhinecliff,,4.0
Excellent,"50, reviews,Nagarkot Road Mahamanjushree, Nagarkot 44812 Nepal,50, reviews,Nagarkot Road Mahamanjushree, Nagarkot 44812 Nepal",Kavya Resort & Spa,,5.0
Excellent,"737, reviews,1525 River Rd, Upper Black Eddy, PA 18972-9759,737, reviews,1525 River Rd, Upper Black Eddy, PA 18972-9759",Bridgeton House on the Delaware,,5.0
Very good,"948, reviews,3020 Owners Club Court, Myrtle Beach, SC 29577,948, reviews,3020 Owners Club Court, Myrtle Beach, SC 29577","Holiday Inn Club Vacations South Beach Resort, an IHG Hotel",,4.0
Very good,"28, reviews,444 Forest Ave, Buffalo, NY 14213-1209,28, reviews,444 Forest Ave, Buffalo, NY 14213-1209",The Richardson Hotel,,4.0
Very good,"14, reviews,Patrick AFB Hwy, A1A, Cocoa Beach, FL 32925,14, reviews,Patrick AFB Hwy, A1A, Cocoa Beach, FL 32925",Air Force Inns Patrick Air Force Base,,4.0
Excellent,"1,592, reviews,9291 Burton Way, Beverly Hills, CA 90210-3709,1,592, reviews,9291 Burton Way, Beverly Hills, CA 90210-3709",L'Ermitage Beverly Hills,,4.5
Excellent,"834, reviews,51 Gloucester Terrace, London W2 3DQ England,834, reviews,51 Gloucester Terrace, London W2 3DQ England",The Westbourne Hyde Park Hotel London,,4.5
Very good,"442, reviews,Selimiye Mh. Sarmasik Sk. No:21, Side, Manavgat 07330 Türkiye,442, reviews,Selimiye Mh. Sarmasik Sk. No:21, Side, Manavgat 07330 Türkiye,Name/address in local language",Side Miami Beach Hotel,,4.0
Very good,"1,372, reviews,3543 Lower Honoapiilani Road, Lahaina, Maui, HI 96761,1,372, reviews,3543 Lower Honoapiilani Road, Lahaina, Maui, HI 96761",Aston at Papakea Resort,,4.0
Excellent,"3,457, reviews,34 Rue Bergère, 75009 Paris France,3,457, reviews,34 Rue Bergère, 75009 Paris France,Name/address in local language",Hotel 34B - Astotel,,5.0
Excellent,"614, reviews,1 Glenwood Ave Suite B, Teaneck, NJ 07666-6497,614, reviews,1 Glenwood Ave Suite B, Teaneck, NJ 07666-6497",Hampton Inn & Suites Teaneck/Glenpointe,,4.5
Excellent,"1,988, reviews,Aarah, 20252,1,988, reviews,Aarah, 20252",Cinnamon Velifushi Maldives,,5.0
Very good,"4,567, reviews,Mamora Bay Antigua,4,567, reviews,Mamora Bay Antigua",St. James Club & Villas,,4.0
Average,"417, reviews,Hwy 67, Jacob Lake, AZ 86022,417, reviews,Hwy 67, Jacob Lake, AZ 86022",Kaibab Lodge,,3.0
Excellent,"1,416, reviews,12 Theas Afroditis Avenue, Geroskipou 8204 Cyprus,1,416, reviews,12 Theas Afroditis Avenue, Geroskipou 8204 Cyprus",Ivi Mare,,5.0
Excellent,"1,478, reviews,12042 W Broad St, Richmond, VA 23233-7689,1,478, reviews,12042 W Broad St, Richmond, VA 23233-7689",Hilton Richmond Hotel & Spa / Short Pump,,4.5
Very good,"1,712, reviews,Calle Londres 4, 38660 Fanabe, Tenerife Spain,1,712, reviews,Calle Londres 4, 38660 Fanabe, Tenerife Spain,Name/address in local language",Sunwing Fanabe Beach,,4.0
Very good,"530, reviews,418 Amicalola Falls Road, Dawsonville, GA 30534-1009,530, reviews,418 Amicalola Falls Road, Dawsonville, GA 30534-1009",Amicalola Falls State Park and Lodge,,4.0
Very good,"134, reviews,Avenida Franca 2 Port d'Alcudia. Mallorca, 07400 Port d'Alcudia, Alcudia, Majorca Spain,134, reviews,Avenida Franca 2 Port d'Alcudia. Mallorca, 07400 Port d'Alcudia, Alcudia, Majorca Spain,Name/address in local language",Lagoon Center,,4.0
Excellent,"259, reviews,930 2nd Ave W, Columbia Falls, MT 59912,259, reviews,930 2nd Ave W, Columbia Falls, MT 59912",Cedar Creek Lodge & Conference Center,,4.5
Excellent,"3,534, reviews,2360 Collins Avenue, Miami Beach, FL 33139-1604,3,534, reviews,2360 Collins Avenue, Miami Beach, FL 33139-1604",The Gates Hotel South Beach - a DoubleTree by Hilton,,4.5
Excellent,"866, reviews,Rue De La Pise, 06360 Èze France,866, reviews,Rue De La Pise, 06360 Èze France,Name/address in local language",Chateau Eza,,4.5
Very good,"1,522, reviews,315 Four Seasons Dr, Lake Ozark, MO 65049-6815,1,522, reviews,315 Four Seasons Dr, Lake Ozark, MO 65049-6815",Lodge of  Four Seasons,,3.5
Excellent,"664, reviews,Via Doccia 4, 50014, Fiesole Italy,664, reviews,Via Doccia 4, 50014, Fiesole Italy,Name/address in local language","Villa San Michele, A Belmond Hotel, Florence",,4.5
Excellent,"4,443, reviews,Nabq Bay, Nabq Bay, Sharm El Sheikh 46619 Egypt,4,443, reviews,Nabq Bay, Nabq Bay, Sharm El Sheikh 46619 Egypt,Name/address in local language",Nubian Village Hotel,,4.5
Very good,"579, reviews,Ataturk Cad. No: 150, Alanya 07400 Türkiye,579, reviews,Ataturk Cad. No: 150, Alanya 07400 Türkiye,Name/address in local language",Alaiye Kleopatra Hotel,,4.0
